x,y,z,q0,q1,q2,q3
-0.552969098091,-0.170682772994,1.43228244781,-0.175346463919,-0.169308379292,-0.644989788532,-0.724276483059
-0.552953064442,-0.170669361949,1.43230903149,-0.176008760929,-0.16928692162,-0.644984841347,-0.724125266075
-0.552731156349,-0.170810639858,1.43222141266,-0.175837054849,-0.169117689133,-0.645189106464,-0.72402459383
-0.55252546072,-0.171128869057,1.43216979504,-0.175214752555,-0.169349521399,-0.645684480667,-0.723679542542
-0.55252546072,-0.171128869057,1.43216979504,-0.175214752555,-0.169349521399,-0.645684480667,-0.723679542542
-0.552460253239,-0.171223893762,1.43215620518,-0.175750270486,-0.169542819262,-0.645720124245,-0.723472654819
-0.552378416061,-0.171340689063,1.43204271793,-0.175797387958,-0.169401586056,-0.645722448826,-0.723492026329
-0.552161216736,-0.171582520008,1.43201124668,-0.175427049398,-0.169354274869,-0.645836472511,-0.723491311073
-0.552061915398,-0.171658813953,1.43200719357,-0.17564496398,-0.169316008687,-0.645967841148,-0.723330140114
-0.551987469196,-0.171739295125,1.43207931519,-0.176059454679,-0.16945746541,-0.64571762085,-0.723419845104
-0.551959276199,-0.172016844153,1.43214845657,-0.175281435251,-0.170116096735,-0.645026803017,-0.724069952965
-0.551870822906,-0.172123476863,1.43216598034,-0.175407543778,-0.170185491443,-0.64506816864,-0.723986387253
-0.551720678806,-0.172319814563,1.43215751648,-0.175156190991,-0.170343980193,-0.644986689091,-0.724082410336
-0.551704704762,-0.172370672226,1.43218421936,-0.175569653511,-0.17052321136,-0.645115733147,-0.723825097084
-0.551636278629,-0.172462388873,1.43217718601,-0.175718665123,-0.170606330037,-0.645197570324,-0.723696470261
-0.551486253738,-0.172586083412,1.43217527866,-0.175626307726,-0.170521467924,-0.645291090012,-0.723655581474
-0.551574468613,-0.172412380576,1.43223166466,-0.176702290773,-0.170490428805,-0.645047485828,-0.723618090153
-0.551574468613,-0.172412380576,1.43223166466,-0.176702290773,-0.170490428805,-0.645047485828,-0.723618090153
-0.5513048172,-0.172803893685,1.43224954605,-0.176228910685,-0.170861139894,-0.64541888237,-0.723314940929
-0.551280379295,-0.172737568617,1.43226718903,-0.17687150836,-0.170714870095,-0.645223617554,-0.723366618156
-0.55121421814,-0.172990173101,1.43225300312,-0.176599040627,-0.171185657382,-0.6454859972,-0.723087906837
-0.551120281219,-0.173122316599,1.43220150471,-0.176548302174,-0.171247169375,-0.645543336868,-0.723034501076
-0.550703883171,-0.173909395933,1.4320731163,-0.173463866115,-0.172265470028,-0.646872878075,-0.722350656986
-0.550601243973,-0.173979669809,1.43205106258,-0.173528909683,-0.172281369567,-0.646978855133,-0.722236275673
-0.550553381443,-0.173973366618,1.43206608295,-0.173701450229,-0.172247335315,-0.646892249584,-0.722280442715
-0.550498187542,-0.174033105373,1.43206930161,-0.173795327544,-0.172422111034,-0.64686113596,-0.722244143486
-0.550499916077,-0.174117401242,1.43208634853,-0.174050197005,-0.172762215137,-0.646878838539,-0.722085654736
-0.550452470779,-0.174164637923,1.43208920956,-0.174170941114,-0.172905147076,-0.646809220314,-0.722084462643
-0.550372838974,-0.174218639731,1.43207478523,-0.174278587103,-0.172938629985,-0.646764874458,-0.722090363503
-0.550372838974,-0.174218639731,1.43207478523,-0.174278587103,-0.172938629985,-0.646764874458,-0.722090363503
-0.550312757492,-0.17434130609,1.432092309,-0.174421906471,-0.173530265689,-0.646524190903,-0.722129166126
-0.550193071365,-0.174223437905,1.43209409714,-0.174655243754,-0.173264116049,-0.646374762058,-0.722270607948
-0.550154745579,-0.174263373017,1.43209588528,-0.174687698483,-0.173371016979,-0.646344661713,-0.722263991833
-0.5501049757,-0.174303486943,1.43212759495,-0.174766600132,-0.173531264067,-0.646350979805,-0.722200870514
-0.550073206425,-0.174342483282,1.43213868141,-0.17483663559,-0.173679873347,-0.646341741085,-0.722156345844
-0.550037026405,-0.174384981394,1.43214845657,-0.17487436533,-0.173853218555,-0.64634090662,-0.722106158733
-0.550365447998,-0.173747375607,1.43243312836,-0.178260877728,-0.173345953226,-0.645235776901,-0.722388446331
-0.549852967262,-0.173479557037,1.43228423595,-0.177434518933,-0.170660763979,-0.646779537201,-0.721850395203
-0.549813687801,-0.173497602344,1.43229401112,-0.177535146475,-0.170711606741,-0.646865010262,-0.721737146378
-0.549834251404,-0.173569068313,1.43231236935,-0.177692845464,-0.171044185758,-0.647006332874,-0.721492946148
-0.550176560879,-0.173936575651,1.43246555328,-0.178341478109,-0.173795923591,-0.645585000515,-0.721948266029
-0.550142526627,-0.173947393894,1.43247056007,-0.178454950452,-0.173785418272,-0.645719647408,-0.721802353859
-0.550142526627,-0.173947393894,1.43247056007,-0.178454950452,-0.173785418272,-0.645719647408,-0.721802353859
-0.549481272697,-0.173702180386,1.43225550652,-0.177298113704,-0.170799687505,-0.647555112839,-0.721155643463
-0.549508213997,-0.173691600561,1.43229985237,-0.177516981959,-0.171006903052,-0.647694528103,-0.720927238464
-0.549508213997,-0.173691600561,1.43229985237,-0.177516981959,-0.171006903052,-0.647694528103,-0.720927238464
-0.549813866615,-0.173825442791,1.43247616291,-0.179429084063,-0.173277556896,-0.647132575512,-0.720416247845
-0.549267470837,-0.173533499241,1.43230772018,-0.178545549512,-0.170383840799,-0.648871839046,-0.719761192799
-0.549681484699,-0.173853412271,1.4324631691,-0.179447680712,-0.173194259405,-0.647438645363,-0.720156669617
-0.549681484699,-0.173853412271,1.4324631691,-0.179447680712,-0.173194259405,-0.647438645363,-0.720156669617
-0.54906219244,-0.173527985811,1.43219327927,-0.178612217307,-0.170145049691,-0.649030566216,-0.719658017159
-0.549008488655,-0.173584461212,1.43228244781,-0.178735867143,-0.170396357775,-0.649042606354,-0.7195571661
-0.549036860466,-0.174672678113,1.43216717243,-0.176078945398,-0.174066349864,-0.648862063885,-0.719496548176
-0.548497200012,-0.174423247576,1.43210315704,-0.175257921219,-0.171536132693,-0.650259792805,-0.719042479992
-0.548408985138,-0.174430161715,1.43209040165,-0.175258934498,-0.171617120504,-0.650116562843,-0.719152450562
-0.5483700037,-0.17446371913,1.43208348751,-0.175289645791,-0.17181403935,-0.649892747402,-0.719300270081
-0.548284888268,-0.174498677254,1.4320744276,-0.175198704004,-0.171906158328,-0.649746537209,-0.719432532787
-0.548671841621,-0.174787834287,1.43221354485,-0.176261365414,-0.174693703651,-0.64808434248,-0.720000565052
-0.548621058464,-0.174810320139,1.43228816986,-0.176409810781,-0.174967095256,-0.647852063179,-0.720106899738
-0.548509538174,-0.173677176237,1.43230831623,-0.179312884808,-0.171228379011,-0.64755409956,-0.720556378365
-0.548952937126,-0.17398121953,1.43248307705,-0.180346041918,-0.174168437719,-0.645800828934,-0.721167087555
-0.548359334469,-0.173654288054,1.43231582642,-0.179488122463,-0.171353295445,-0.646838366985,-0.721125721931
-0.548308491707,-0.173635900021,1.43231749535,-0.17957611382,-0.171425074339,-0.646530508995,-0.721362769604
-0.548240423203,-0.173634827137,1.43232417107,-0.179616421461,-0.171582922339,-0.646098196507,-0.721702456474
-0.548184752464,-0.17361587286,1.43229544163,-0.179666444659,-0.171564385295,-0.645768225193,-0.721989572048
-0.548111140728,-0.173574894667,1.43226885796,-0.179742664099,-0.171456232667,-0.64551627636,-0.722221672535
-0.547652959824,-0.174334362149,1.43210244179,-0.176238551736,-0.172398090363,-0.646651029587,-0.72184574604
-0.547603607178,-0.174290373921,1.43209648132,-0.176345035434,-0.172367632389,-0.646370470524,-0.722078382969
-0.54745554924,-0.174190163612,1.43191158772,-0.17627902329,-0.171900287271,-0.646013081074,-0.722525537014
-0.547385811806,-0.174134090543,1.43194794655,-0.176427841187,-0.171866476536,-0.645714223385,-0.722764313221
-0.547385811806,-0.174134090543,1.43194794655,-0.176427841187,-0.171866476536,-0.645714223385,-0.722764313221
-0.547332942486,-0.17403562367,1.4319870472,-0.176809743047,-0.171850800514,-0.644802987576,-0.723487973213
-0.547798931599,-0.174266532063,1.43218314648,-0.177982732654,-0.174618408084,-0.642932772636,-0.724201619625
-0.54776763916,-0.174215510488,1.43221449852,-0.178110986948,-0.174594551325,-0.642478168011,-0.724579334259
-0.547745883465,-0.174132019281,1.43214905262,-0.178190529346,-0.174412205815,-0.642021298409,-0.725008487701
