Fx,Fy,Fz,Tx,Ty,Tz
0.580754380052612,-0.661475530825553,-23.3140332088671,-0.23128802629261,0.486463027684279,-0.0196988078280369
0.580754380052612,-0.637879482470553,-23.0415531979671,-0.23128802629261,0.485540049760279,-0.0196988078280369
0.604378263776612,-0.661475530825553,-23.1777932034671,-0.23035734446761,0.487386005608279,-0.0203845816179369
0.604378263776612,-0.661475530825553,-23.0415531979671,-0.22942667754361,0.487386005608279,-0.0203845816179369
0.628002147500612,-0.732263616286553,-23.0415531979671,-0.23128802629261,0.484617071835279,-0.0210703535451369
0.604378263776612,-0.685071579180553,-22.7690731869671,-0.22942667754361,0.480925160138279,-0.0210703535451369
0.604378263776612,-0.685071579180553,-22.7690731869671,-0.22756532879561,0.480002182213279,-0.0210703535451369
0.580754380052612,-0.637879482470553,-22.7690731869671,-0.22756532879561,0.480002182213279,-0.0196988078280369
0.675249974553612,-0.614283434115553,-22.6328331814671,-0.22477329822261,0.474464314667279,-0.0196988078280369
0.604378263776612,-0.755859664641553,-22.6328331814671,-0.22011993380261,0.464311557500279,-0.0190130359008369
0.415387015168612,-0.661475530825553,-22.4965931759671,-0.22477329822261,0.466157513348279,-0.0203845816179369
0.462634842221612,-0.543495348654553,-22.4965931759671,-0.22477329822261,0.458773689953279,-0.0169557201191369
0.344515304391612,-0.614283434115553,-22.4965931759671,-0.22011993380261,0.454158800332279,-0.0162699463292369
0.226395766561613,-0.637879482470553,-22.2241150722671,-0.22198128255161,0.451389866559279,-0.0155841744019369
0.202771853034612,-0.708667567931553,-22.0878750668671,-0.22105060072661,0.449543910710279,-0.0148984024747369
0.179147954409612,-0.661475530825553,-22.0878750668671,-0.21918925197861,0.444929021088279,-0.0142126305475369
0.226395766561613,-0.685071579180553,-21.8153950558671,-0.21918925197861,0.443083065240279,-0.0155841744019369
0.179147954409612,-0.567091397009553,-21.8153950558671,-0.22011993380261,0.440314131467279,-0.0148984024747369
0.226395766561613,-0.661475530825553,-21.6791550503671,-0.21918925197861,0.439391153542279,-0.0142126305475369
0.155524048333612,-0.590687445364553,-21.4066750393671,-0.21732790322961,0.429238426177279,-0.0121553138344369
0.0374045179536125,-0.590687445364553,-21.1341969357671,-0.21546655448161,0.424623536555279,-0.0107837690486369
-0.00984329419828751,-0.567091397009553,-21.1341969357671,-0.21639723630661,0.420931624858279,-0.00872645233563692
-0.127962817127387,-0.543495348654553,-20.8617169247671,-0.21174387188661,0.408932911841279,-0.00872645233563692
-0.269706268484388,-0.449111214838553,-20.7254769192671,-0.21174387188661,0.401549088446279,-0.00255450173086692
-0.198834542806388,-0.472707233391553,-20.5892369137671,-0.20988252313861,0.396011220900279,-0.00529759083680692
-0.269706268484388,-0.496303281746553,-20.0442787991671,-0.20429847689361,0.383089529959279,-0.00186872933797692
-0.435073603565387,-0.449111214838553,-19.6355587826671,-0.20243712814561,0.372936772792279,-0.000497184901419917
-0.411449690039388,-0.425515166483553,-19.3630787716671,-0.20150644632061,0.360938059775279,-0.000497184901419917
-0.505945344145388,-0.378323099575553,-19.0905987606671,-0.19499173315261,0.355400192229279,0.000874359651546083
-0.600440938646388,-0.331131032668553,-18.6818806515671,-0.19313038440461,0.343401509015279,0.00293167648099308
-0.671312649423388,-0.354727051220553,-18.2731606350671,-0.18754633815961,0.334171729771279,0.00361744887389308
-0.671312649423388,-0.331131032668553,-17.8644406185671,-0.18754633815961,0.326787906377279,0.00430322080113308
-0.624064822370388,-0.307534984312553,-17.3194825039671,-0.18382364066361,0.312943237511279,0.00430322080113308
-0.671312649423388,-0.307534984312553,-16.9107624874671,-0.17823959441861,0.302790480344279,0.00636053797983308
-0.694936592752388,-0.283938965760553,-16.5020443783671,-0.17358622999861,0.290791767327279,0.00704631037273308
-0.718560476477388,-0.307534984312553,-16.2295643673671,-0.17265554817461,0.284330921857279,0.0104751718715631
-0.742184360201388,-0.354727051220553,-15.6846052990671,-0.16707150192961,0.273255216567279,0.00636053797983308
-0.836680014307388,-0.307534984312553,-15.4121252880671,-0.16334881933461,0.264948415248279,0.00841785422720308
-0.860303898031388,-0.260342917405553,-15.1396462307671,-0.15869544001361,0.258487569777279,0.00841785422720308
-0.954799552137388,-0.283938965760553,-14.8671662197671,-0.15404207559361,0.248334812609279,0.00910362708576308
-0.931175608808388,-0.283938965760553,-14.4584471569671,-0.15311139376861,0.237259077517279,0.00978939901300308
-0.883927841360388,-0.283938965760553,-14.0497271404671,-0.15031937809661,0.228952276198279,0.0118467157260631
-0.931175608808388,-0.307534984312553,-13.7772480831671,-0.15031937809661,0.222491430728279,0.0111609437987631
-0.954799552137388,-0.283938965760553,-13.2322890148671,-0.14194331618061,0.209569754688279,0.0125324885845631
-0.978423495466388,-0.283938965760553,-12.9598090038671,-0.14101263435561,0.206800820915279,0.0145898052976631
-1.09654297369639,-0.283938965760553,-12.4148499355671,-0.13263657243961,0.196648063747279,0.0159613491520631
-1.07291903036639,-0.236746883951553,-11.7336508617671,-0.12984454186661,0.183726372806279,0.0152755772248631
-0.954799552137388,-0.165958783589553,-11.4611718044671,-0.12891387494261,0.170804696767279,0.0193902106509631
-0.978423495466388,-0.118766709230553,-10.6437327251671,-0.12053780557661,0.159728961674279,0.0193902106509631
-1.00204731958639,-0.0951706757768533,-9.96253365136712,-0.11495375933161,0.147730248658279,0.0193902106509631
-1.02567126291639,-0.118766709230553,-9.28133553129712,-0.10750836433861,0.137577506391279,0.0193902106509631
-1.02567126291639,-0.236746883951553,-9.00885552031712,-0.10099365117061,0.128347727148279,0.0207617563680631
-0.860303898031388,-0.0479786051437533,-8.46389645201712,-0.0991323024224105,0.127424749223279,0.0152755772248631
-0.789432187254388,-0.0243825698271533,-8.19141644102712,-0.0982016280483105,0.123732837526279,0.0173328948692631
-0.742184360201388,0.0700015733018467,-7.78269737822712,-0.0898255586813105,0.116349014131279,0.0173328948692631
-0.671312649423388,0.0935976067557467,-6.96525877577712,-0.0842415124367105,0.107119242338279,0.0159613491520631
-0.742184360201388,0.117193640209447,-6.55653971296712,-0.0795881480168105,0.100658396868279,0.0173328948692631
-0.600440938646388,0.117193640209447,-6.01158016783712,-0.0767961248945105,0.0951205293220789,0.0159613491520631
-0.411449690039388,0.187981748022447,-5.60286110502712,-0.0730734273980105,0.0868137354535789,0.0159613491520631
-0.293330152208387,0.140789681114447,-5.46662109953712,-0.0730734273980105,0.0877367133778789,0.0173328948692631
-0.198834542806388,0.187981748022447,-4.92166203123712,-0.0712120786498105,0.0840448016804789,0.0139040333703631
-0.151586730654388,0.235173814930447,-4.51294296843712,-0.0674893811534105,0.0812758679074789,0.0139040333703631
-0.127962817127387,0.211577781476447,-4.24046343428712,-0.0665587067793105,0.0812758679074789,0.0139040333703631
-0.0570911063501875,0.305961915291447,-4.10422342878712,-0.0609746642600105,0.0757380003613789,0.0139040333703631
-0.00984329419828751,0.329557963647447,-3.69550412756712,-0.0619053386341105,0.0748150224370789,0.0139040333703631
0.0137806118776125,0.376750030554447,-3.42302459341712,-0.0553906180154105,0.0674312064928789,0.0132182605118631
-0.00984329419828751,0.353153982199447,-3.28678482634712,-0.0516679242442105,0.0683541844171789,0.0132182605118631
0.0137806118776125,0.400346078909447,-2.74182551962712,-0.0488759011219105,0.0628163168710789,0.0104751718715631
0.0374045179536125,0.376750030554447,-2.33310621840712,-0.0460838779996105,0.0563554714006789,0.00978939901300308
0.0374045179536125,0.353153982199447,-2.19686645132712,-0.0442225292514105,0.0563554714006789,0.00910362708576308
0.0374045179536125,0.305961915291447,-1.65190738302712,-0.0386384867321105,0.0462027179581789,0.00567476558693308
0.0137806118776125,0.187981748022447,-1.65190738302712,-0.0358464636098105,0.0434337879103789,0.00978939901300308
0.0846523301055125,0.258769848384447,-1.37942784887712,-0.0293317448537105,0.0378959203643789,0.00361744887389308
0.0846523301055125,0.282365896739447,-1.10694819552712,-0.0256090492199105,0.0323580565435789,0.00430322080113308
0.0846523301055125,0.235173814930447,-0.970708428447117,-0.0218863517235105,0.0268201908600789,0.00361744887389308
0.0610284240296125,0.164385714568447,-0.970708428447117,-0.0181636560897105,0.0249742350113789,0.00361744887389308
0.108276236181512,0.0935976067557467,-0.698228894298117,-0.0190943304638105,0.0203593472523789,0.00293167648099308
0.0846523301055125,0.0935976067557467,-0.561989127224117,-0.0153716329674105,0.0185133914036789,0.000188587375063083
0.0846523301055125,-0.0715746423229533,-0.425749300545117,-0.0144409595246105,0.0157444594932789,-0.000497184901419917
0.131900142257412,-0.0479786051437533,-0.425749300545117,-0.0153716329674105,0.0148214815688789,-0.00186872933797692
0.0846523301055125,-0.0479786051437533,-0.425749300545117,-0.0107182629596105,0.0138985036445789,-0.00118295717790692
0.0374045179536125,-0.0479786051437533,-0.425749300545117,-0.0144409595246105,0.0175904134792789,-0.00186872933797692
0.0374045179536125,-0.0243825698271533,-0.425749300545117,-0.00978758951681046,0.0148214815688789,-0.000497184901419917
0.0846523301055125,-0.0951706757768533,-0.698228894298117,-0.0116489373337105,0.0148214815688789,0.00224590408810308
0.131900142257412,-0.000786534510553334,-0.561989127224117,-0.0116489373337105,0.0138985036445789,-0.000497184901419917
0.0610284240296125,-0.0715746423229533,-0.425749300545117,-0.0107182629596105,0.0129755266514789,-0.00255450173086692
0.0846523301055125,-0.000786534510553334,-0.425749300545117,-0.00885691514268046,0.0157444594932789,-0.000497184901419917
0.0846523301055125,-0.0479786051437533,-0.425749300545117,-0.00978758951681046,0.00836063889242892,0.000188587375063083
0.0610284240296125,-0.000786534510553334,-0.425749300545117,-0.00792624076857046,0.0129755266514789,-0.000497184901419917
0.131900142257412,-0.0479786051437533,-0.425749300545117,-0.00978758951681046,0.0120525487271789,-0.00186872933797692
0.0846523301055125,-0.0479786051437533,-0.425749300545117,-0.0107182629596105,0.0129755266514789,-0.000497184901419917
0.108276236181512,-0.0479786051437533,-0.561989127224117,-0.00978758951681046,0.0148214815688789,-0.00186872933797692
0.0846523301055125,-0.0243825698271533,-0.289509533470117,-0.00792624076857046,0.0111295717341789,-0.00255450173086692
0.0610284240296125,-0.0243825698271533,-0.289509533470117,-0.00885691514268046,0.0138985036445789,-0.00186872933797692
