x,y,z,q0,q1,q2,q3
-0.5882204175,-0.0237964764237,1.30502164364,0.34640660882,-0.44943317771,-0.509688854218,-0.64670675993
-0.588207781315,-0.0238762199879,1.30507218838,0.346421003342,-0.449389576912,-0.509783685207,-0.646654546261
-0.586291193962,-0.0243124142289,1.30463886261,0.341895669699,-0.450721085072,-0.509965181351,-0.647991895676
-0.586252272129,-0.0244364738464,1.30466377735,0.341849565506,-0.45061647892,-0.510170578957,-0.647927224636
-0.586252272129,-0.0244364738464,1.30466377735,0.341849565506,-0.45061647892,-0.510170578957,-0.647927224636
-0.586226463318,-0.0246657952666,1.30473732948,0.341791927814,-0.450346112251,-0.510555148125,-0.64784270525
-0.587515354156,-0.0245615541935,1.30470132828,0.344809830189,-0.449290424585,-0.510642051697,-0.64690721035
-0.58748793602,-0.0246166735888,1.30475127697,0.344942182302,-0.449163615704,-0.510882914066,-0.646734595299
-0.587521195412,-0.0247066020966,1.30482137203,0.344972670078,-0.448988288641,-0.511046409607,-0.646710932255
-0.587106585503,-0.0248771980405,1.30503106117,0.344343453646,-0.449522078037,-0.511477649212,-0.646334528923
-0.5874158144,-0.0247585251927,1.30504369736,0.3450704813,-0.448970347643,-0.511412084103,-0.646382033825
-0.587384343147,-0.0248534455895,1.30507087708,0.345176994801,-0.448717623949,-0.511818945408,-0.646178781986
-0.58737885952,-0.0248880013824,1.30511891842,0.34427729249,-0.447880029678,-0.51122123003,-0.647710978985
-0.587392270565,-0.0249914228916,1.30519556999,0.345209032297,-0.448477327824,-0.51222038269,-0.646010100842
-0.587472379208,-0.0250541716814,1.30523264408,0.345372051001,-0.448166549206,-0.512401640415,-0.645994961262
-0.587473452091,-0.0250882133842,1.30527102947,0.345458775759,-0.448021620512,-0.512599050999,-0.645892560482
-0.587486088276,-0.0251537784934,1.30531299114,0.34546366334,-0.44785708189,-0.512867808342,-0.645790696144
-0.587486088276,-0.0251537784934,1.30531299114,0.34546366334,-0.44785708189,-0.512867808342,-0.645790696144
-0.587084591389,-0.0253807529807,1.30551540852,0.344740062952,-0.448208242655,-0.513537287712,-0.645401656628
-0.587092459202,-0.0253957659006,1.30555224419,0.34483474493,-0.448098659515,-0.513731360435,-0.645272552967
-0.587093293667,-0.0255044698715,1.30557465553,0.344769924879,-0.447945564985,-0.513985931873,-0.64521086216
-0.587483823299,-0.0254755839705,1.30549955368,0.345382302999,-0.447229653597,-0.514030635357,-0.645344316959
-0.587497591972,-0.0257101878524,1.30550158024,0.345226943493,-0.446827977896,-0.514500975609,-0.645331025124
-0.587154209614,-0.0258632674813,1.30557882786,0.344480484724,-0.447299271822,-0.514855384827,-0.645120501518
-0.587504863739,-0.0257857441902,1.30554831028,0.345319330692,-0.44652351737,-0.514989733696,-0.645102262497
-0.587504267693,-0.0258147269487,1.30556917191,0.345374464989,-0.446404635906,-0.515215694904,-0.644974708557
-0.58752733469,-0.0258620977402,1.3056012392,0.345424979925,-0.446263641119,-0.515326440334,-0.644956707954
-0.587544023991,-0.0258908942342,1.30561625957,0.345469981432,-0.44605794549,-0.515663266182,-0.644805550575
-0.58754491806,-0.0259072482586,1.30563044548,0.345657110214,-0.445860594511,-0.515983223915,-0.644585907459
-0.58754491806,-0.0259072482586,1.30563044548,0.345657110214,-0.445860594511,-0.515983223915,-0.644585907459
-0.587569117546,-0.0259569361806,1.30567133427,0.345846652985,-0.445575505495,-0.516396522522,-0.644350111485
-0.587566196918,-0.0259573832154,1.30568981171,0.345980763435,-0.445456981659,-0.516608655453,-0.644190132618
-0.587572038174,-0.0259840041399,1.30570399761,0.346065402031,-0.445315957069,-0.516910612583,-0.643999874592
-0.587503552437,-0.0260139480233,1.3057243824,0.346186757088,-0.445179194212,-0.517274320126,-0.643737375736
-0.587513327599,-0.0260442793369,1.30574846268,0.346276462078,-0.445060253143,-0.517468810081,-0.643614888191
-0.5875248909,-0.026061668992,1.30575764179,0.346319556236,-0.444938987494,-0.517613470554,-0.643559038639
-0.588311970234,-0.0259681493044,1.30661964417,0.347886025906,-0.444383502007,-0.516892671585,-0.643677473068
-0.588306844234,-0.0259573310614,1.30663764477,0.34804970026,-0.444252312183,-0.517110109329,-0.643504679203
-0.588340044022,-0.025973148644,1.30666041374,0.348125219345,-0.444117754698,-0.517271518707,-0.643427073956
-0.588347494602,-0.0260043591261,1.30666065216,0.348182439804,-0.444013923407,-0.517458260059,-0.643317818642
-0.588373303413,-0.0260026752949,1.30668246746,0.348237156868,-0.443977743387,-0.517531991005,-0.643253743649
-0.588385105133,-0.0260250195861,1.3066855669,0.348320007324,-0.443849503994,-0.517743885517,-0.643126726151
-0.588385105133,-0.0260250195861,1.3066855669,0.348320007324,-0.443849503994,-0.517743885517,-0.643126726151
-0.588307678699,-0.0259636342525,1.30650568008,0.348415374756,-0.443739444017,-0.518202602863,-0.642781734467
-0.588319540024,-0.0259990096092,1.30651009083,0.348424166441,-0.443641453981,-0.518394351006,-0.642689943314
-0.588319540024,-0.0259990096092,1.30651009083,0.348424166441,-0.443641453981,-0.518394351006,-0.642689943314
-0.58833450079,-0.0260250642896,1.30654239655,0.348777532578,-0.443624973297,-0.518793046474,-0.642187595367
-0.588319838047,-0.0260266959667,1.30655479431,0.348883867264,-0.443506360054,-0.519082069397,-0.641978263855
-0.588339745998,-0.0260554105043,1.30655884743,0.348913311958,-0.443406134844,-0.519246697426,-0.641898393631
-0.588339745998,-0.0260554105043,1.30655884743,0.348913311958,-0.443406134844,-0.519246697426,-0.641898393631
-0.588317811489,-0.0259594842792,1.30656802654,0.349554717541,-0.443097859621,-0.519820868969,-0.641297161579
-0.588344037533,-0.0260545685887,1.30657184124,0.349359810352,-0.443091928959,-0.519878923893,-0.641360580921
-0.58835285902,-0.0262290686369,1.30651390553,0.34941843152,-0.442675352097,-0.520317256451,-0.641260802746
-0.588365793228,-0.0263208448887,1.30652391911,0.349113196135,-0.442745059729,-0.520350813866,-0.64135158062
-0.588340640068,-0.0262839570642,1.30652236938,0.349334001541,-0.442655593157,-0.520560383797,-0.641122937202
-0.588364958763,-0.0263399332762,1.30651211739,0.349334478378,-0.442561417818,-0.520702123642,-0.641072750092
-0.58835798502,-0.0263620465994,1.30650579929,0.349476009607,-0.442478567362,-0.520883381367,-0.640905439854
-0.588384270668,-0.0263647213578,1.30649530888,0.34955906868,-0.442399710417,-0.520946323872,-0.640863537788
-0.588443160057,-0.0264097973704,1.30670249462,0.349935233593,-0.442230850458,-0.521088302135,-0.640659213066
-0.588434576988,-0.0261553227901,1.30674684048,0.350181698799,-0.44222047925,-0.52118074894,-0.640456497669
-0.5884334445,-0.0261598825455,1.30672752857,0.350207865238,-0.442214876413,-0.521248877048,-0.640390455723
-0.588403463364,-0.0261034071445,1.30671882629,0.350368022919,-0.442216843367,-0.521402359009,-0.640176653862
-0.588397264481,-0.0260586589575,1.30670678616,0.350489974022,-0.442224413157,-0.521493256092,-0.640030682087
-0.588360071182,-0.0260127559304,1.30668532848,0.350538998842,-0.442309647799,-0.521560192108,-0.639890372753
-0.588331878185,-0.0259894579649,1.30665290356,0.350658923388,-0.442311942577,-0.521661937237,-0.639739990234
-0.588304460049,-0.0259556546807,1.30661821365,0.351018726826,-0.44250112772,-0.522194504738,-0.638976871967
-0.588273942471,-0.0261169672012,1.30655002594,0.350919425488,-0.442323118448,-0.522515833378,-0.638892173767
-0.588246643543,-0.0260458514094,1.30651640892,0.351087421179,-0.442329585552,-0.522641777992,-0.638692438602
-0.587551057339,-0.0258869305253,1.30572092533,0.350344717503,-0.442890256643,-0.523356020451,-0.638126432896
-0.587463974953,-0.0257644057274,1.30569040775,0.351036906242,-0.442689985037,-0.523704946041,-0.637598454952
-0.587463974953,-0.0257644057274,1.30569040775,0.351036906242,-0.442689985037,-0.523704946041,-0.637598454952
-0.587496340275,-0.0256361141801,1.30552816391,0.351554811001,-0.442487984896,-0.523906350136,-0.637287974358
-0.58743083477,-0.0255853384733,1.30547857285,0.351652532816,-0.442634910345,-0.523907184601,-0.637131154537
-0.587395906448,-0.0255110710859,1.30543708801,0.351873874664,-0.442676633596,-0.523894488811,-0.636990427971
-0.587348937988,-0.0253831446171,1.30537950993,0.352425128222,-0.442590653896,-0.524100959301,-0.636575639248
-0.587353110313,-0.0253256261349,1.30529618263,0.352554023266,-0.442657232285,-0.524007499218,-0.636534750462
-0.5873041749,-0.0252745896578,1.30518019199,0.352614551783,-0.442650288343,-0.524085044861,-0.636442184448
-0.58725553751,-0.0251661986113,1.3051378727,0.353041291237,-0.442746549845,-0.524034917355,-0.636179924011
-0.58719098568,-0.0250945463777,1.30507326126,0.353354275227,-0.442759424448,-0.524111032486,-0.635934472084
-0.58719098568,-0.0250945463777,1.30507326126,0.353354275227,-0.442759424448,-0.524111032486,-0.635934472084
-0.585750937462,-0.0251503065228,1.3049851656,0.351679086685,-0.444777011871,-0.524901688099,-0.634801983833
-0.58569663763,-0.0250777751207,1.30489873886,0.35200303793,-0.444858103991,-0.524813592434,-0.634638488293
-0.58566993475,-0.0249995216727,1.30481481552,0.35232141614,-0.444849431515,-0.52479571104,-0.634482681751
-0.585572004318,-0.0249346420169,1.30467700958,0.352083325386,-0.445205420256,-0.524675428867,-0.634464561939
-0.585554182529,-0.0248016268015,1.30460309982,0.352539390326,-0.44526040554,-0.524662554264,-0.634183287621
-0.587529122829,-0.0243953093886,1.30493605137,0.356240719557,-0.442771404982,-0.523163199425,-0.635095536709
-0.587483406067,-0.0242879018188,1.30484926701,0.35666641593,-0.442887067795,-0.523096501827,-0.634830951691
