Fx,Fy,Fz,Tx,Ty,Tz
-0.0924565236395008,-2.2429945109576,-0.578612157204942,0.0867320581901531,0.0119481891063718,0.0588235285870052
-0.141440112454501,-2.2674324153176,-0.842116781571942,0.0912647008527531,0.00160614993850182,0.0595267367355053
-0.190423701268501,-2.2918703196676,-0.842116781571942,0.0912647008527531,0.00348652095029182,0.0595267367355053
-0.165931914312501,-2.2185566065976,-0.710364469388942,0.0876385852325531,0.000665964665431817,0.0574171085648052
-0.214915488225501,-2.2429945109576,-0.842116781571942,0.0821994155276531,0.00348652095029182,0.0588235285870052
-0.263899091941501,-2.2429945109576,-0.710364469388942,0.0803863614428531,0.000665964665431817,0.0560106885425053
-0.214915488225501,-2.2429945109576,-0.710364469388942,0.0803863614428531,0.00160614993850182,0.0560106885425053
-0.116948310596501,-2.2185566065976,-0.710364469388942,0.0794798344005531,0.00254633544440182,0.0574171085648052
-0.141440112454501,-2.2185566065976,-0.842116781571942,0.0803863614428531,0.000665964665431817,0.0553074766688052
-0.190423701268501,-2.2674324153176,-0.710364469388942,0.0840124770630531,0.00254633544440182,0.0539010566465052
-0.190423701268501,-2.3163082240276,-0.710364469388942,0.0894516393173531,0.00348652095029182,0.0539010566465052
-0.263899091941501,-2.3407463668076,-0.578612157204942,0.0939842819798531,0.00442670599053182,0.0553074766688052
-0.214915488225501,-2.3651842711676,-0.710364469388942,0.0985169246424531,0.00630707700232182,0.0560106885425053
-0.214915488225501,-2.3896221755276,-0.578612157204942,0.0976103901494531,0.00254633544440182,0.0546042647950052
-0.165931914312501,-2.3407463668076,-0.578612157204942,0.0985169246424531,-0.00309477689248818,0.0546042647950052
-0.288390878898501,-2.3407463668076,-0.578612157204942,0.0957973360646531,-0.00403496216555818,0.0560106885425053
-0.263899091941501,-2.3651842711676,-0.578612157204942,0.0939842819798531,-0.00497514767145818,0.0553074766688052
-0.288390878898501,-2.3163082240276,-0.710364469388942,0.0921712278951531,-0.00309477689248818,0.0546042647950052
-0.263899091941501,-2.2918703196676,-0.842116781571942,0.0912647008527531,-0.000274220724047183,0.0553074766688052
-0.239407304984501,-2.2918703196676,-0.842116781571942,0.0894516393173531,-0.000274220724047183,0.0531978447727052
-0.141440112454501,-2.1941187022376,-0.973869034150942,0.0858255311478531,0.00536689149643182,0.0539010566465052
-0.214915488225501,-2.1941187022376,-0.842116781571942,0.0840124770630531,0.00442670599053182,0.0531978447727052
-0.116948310596501,-2.1696807978876,-0.710364469388942,0.0812928884852531,0.00348652095029182,0.0546042647950052
-0.116948310596501,-2.1696807978876,-0.973869034150942,0.0776667803157531,0.00724726204256182,0.0560106885425053
-0.141440112454501,-2.0719289420376,-0.842116781571942,0.0722276106108531,0.00912763305437182,0.0539010566465052
-0.116948310596501,-2.0230531333176,-0.973869034150942,0.0695080294836531,0.00818744801412182,0.0560106885425053
-0.116948310596501,-1.9986152289576,-0.973869034150942,0.0686015024412531,0.00724726204256182,0.0553074766688052
-0.0924565236395008,-1.9986152289576,-0.973869034150942,0.0667884409058531,0.00818744801412182,0.0539010566465052
-0.0679647366825008,-2.0474910376776,-0.710364469388942,0.0676949753988531,0.00818744801412182,0.0517914247505053
-0.0924565236395008,-2.0719289420376,-0.842116781571942,0.0686015024412531,0.0100678180945718,0.0510882166020052
-0.0189811404175008,-2.0474910376776,-0.842116781571942,0.0704145565260531,0.00818744801412182,0.0503850047282053
-0.0434729348245008,-2.0230531333176,-0.842116781571942,0.0713210835684531,0.0110080040661718,0.0546042647950052
-0.141440112454501,-2.0719289420376,-0.842116781571942,0.0695080294836531,0.00912763305437182,0.0517914247505053
-0.141440112454501,-2.0474910376776,-0.842116781571942,0.0713210835684531,0.00348652095029182,0.0510882166020052
-0.190423701268501,-2.0963670848076,-0.973869034150942,0.0695080294836531,0.00160614993850182,0.0510882166020052
-0.116948310596501,-2.0474910376776,-0.842116781571942,0.0713210835684531,-0.000274220724047183,0.0496817965798052
-0.116948310596501,-2.0719289420376,-0.973869034150942,0.0740406646955531,-0.00121440611352818,0.0482753765575053
-0.141440112454501,-2.1452428935276,-0.973869034150942,0.0794798344005531,0.00160614993850182,0.0482753765575053
-0.214915488225501,-2.1941187022376,-0.973869034150942,0.0812928884852531,0.00630707700232182,0.0482753765575053
-0.214915488225501,-2.2429945109576,-0.973869034150942,0.0849190041054531,0.00442670599053182,0.0468689565353052
-0.214915488225501,-2.2674324153176,-0.842116781571942,0.0858255311478531,0.00630707700232182,0.0468689565353052
-0.190423701268501,-2.2429945109576,-0.973869034150942,0.0876385852325531,0.00348652095029182,0.0447593246392052
-0.141440112454501,-2.1941187022376,-0.973869034150942,0.0885451122749531,0.00160614993850182,0.0468689565353052
