x,y,z,q0,q1,q2,q3
-0.571797788143,-0.0406263172626,1.30985891819,0.313603520393,-0.455168038607,-0.492816776037,-0.672016859055
-0.571719884872,-0.0411497503519,1.30989074707,0.313686698675,-0.45461499691,-0.493526816368,-0.671831130981
-0.571979284286,-0.0412020087242,1.30992043018,0.311923444271,-0.45391613245,-0.491500496864,-0.674604475498
-0.571533083916,-0.041752025485,1.31000757217,0.311104893684,-0.454533338547,-0.492027848959,-0.674182295799
-0.57140237093,-0.0422327965498,1.30997431278,0.3111525774,-0.454156398773,-0.492780268192,-0.673864722252
-0.571236014366,-0.042403370142,1.31008958817,0.310443133116,-0.454980283976,-0.492455661297,-0.673873484135
-0.571055531502,-0.0427867695689,1.31015431881,0.310435891151,-0.454898864031,-0.492876827717,-0.673623800278
-0.57077395916,-0.0430873483419,1.31025087833,0.310034036636,-0.455439686775,-0.493016779423,-0.673341095448
-0.57077395916,-0.0430873483419,1.31025087833,0.310034036636,-0.455439686775,-0.493016779423,-0.673341095448
-0.570430278778,-0.0438159033656,1.31044769287,0.310422480106,-0.456956088543,-0.494168043137,-0.671287596226
-0.570210635662,-0.0441429391503,1.3104788065,0.310103774071,-0.457113981247,-0.494519352913,-0.671068549156
-0.570006430149,-0.0444272533059,1.31057167053,0.310075819492,-0.457231491804,-0.494892507792,-0.670726418495
-0.570111989975,-0.0446244850755,1.31063270569,0.310318946838,-0.457025438547,-0.494775086641,-0.670840919018
-0.569925487041,-0.0449297726154,1.3106662035,0.309960633516,-0.457255333662,-0.494795501232,-0.670834779739
-0.570290148258,-0.0450935512781,1.3108124733,0.309558898211,-0.455698102713,-0.493552565575,-0.672992050648
-0.568826556206,-0.0457196384668,1.31094753742,0.30698671937,-0.457718193531,-0.494393289089,-0.672181904316
-0.568621814251,-0.0460280179977,1.31099641323,0.306571543217,-0.457855165005,-0.494464099407,-0.672226011753
-0.569933533669,-0.0459811836481,1.31126916409,0.30854460597,-0.456267148256,-0.493321537971,-0.673241734505
-0.569460213184,-0.0463671535254,1.31141138077,0.308028161526,-0.456499010324,-0.493869841099,-0.672918975353
-0.56924533844,-0.046619720757,1.31145179272,0.307520776987,-0.456765621901,-0.493842333555,-0.672990322113
-0.56924533844,-0.046619720757,1.31145179272,0.307520776987,-0.456765621901,-0.493842333555,-0.672990322113
-0.568016529083,-0.0472386106849,1.31116580963,0.305514156818,-0.457861632109,-0.494671523571,-0.672550320625
-0.566673636436,-0.0478371456265,1.31132602692,0.303180098534,-0.459539532661,-0.495500147343,-0.671851873398
-0.568269491196,-0.0477961823344,1.31206190586,0.305690288544,-0.45743149519,-0.493607670069,-0.673543870449
-0.568269491196,-0.0477961823344,1.31206190586,0.305690288544,-0.45743149519,-0.493607670069,-0.673543870449
-0.565865695477,-0.0486941859126,1.31150925159,0.301816731691,-0.45968618989,-0.49538359046,-0.672451019287
-0.566024124622,-0.0487828627229,1.3115657568,0.302323907614,-0.459238409996,-0.495240688324,-0.672634363174
-0.566289544106,-0.0488725528121,1.311658144,0.303116381168,-0.458446443081,-0.495108067989,-0.672915756702
-0.566128492355,-0.0491107627749,1.31170153618,0.303038716316,-0.458237737417,-0.49530762434,-0.672945916653
-0.56669729948,-0.0494081154466,1.3124076128,0.304492473602,-0.45706230402,-0.495078206062,-0.673257827759
-0.566642642021,-0.0494947656989,1.31230580807,0.303728371859,-0.457246422768,-0.494714260101,-0.673745393753
-0.564279019833,-0.0503449812531,1.31193351746,0.299783498049,-0.459589272738,-0.496726125479,-0.672436416149
-0.564116001129,-0.0505751818419,1.31198453903,0.299466520548,-0.459623068571,-0.496717095375,-0.672561228275
-0.564116001129,-0.0505751818419,1.31198453903,0.299466520548,-0.459623068571,-0.496717095375,-0.672561228275
-0.565634131432,-0.0506715923548,1.31267476082,0.302149802446,-0.457221418619,-0.495449334383,-0.673931717873
-0.565634131432,-0.0506715923548,1.31267476082,0.302149802446,-0.457221418619,-0.495449334383,-0.673931717873
-0.565155625343,-0.0510014742613,1.31234776974,0.30107486248,-0.457053005695,-0.496008992195,-0.674115478992
-0.565289795399,-0.0511868298054,1.31266701221,0.301171034575,-0.456786572933,-0.495836943388,-0.674379527569
-0.564038097858,-0.0515085160732,1.31239140034,0.298007696867,-0.458782583475,-0.496193498373,-0.674167573452
-0.563940346241,-0.0517010167241,1.31245970726,0.297235906124,-0.458849728107,-0.495601892471,-0.674897491932
-0.563727915287,-0.051894903183,1.3126809597,0.296999841928,-0.458904951811,-0.495880573988,-0.674759030342
-0.563664734364,-0.0520360767841,1.31276869774,0.29670715332,-0.458752125502,-0.496012091637,-0.674895048141
-0.563571155071,-0.0521714985371,1.31283271313,0.29672768712,-0.458438724279,-0.496400266886,-0.674813628197
-0.563571155071,-0.0521714985371,1.31283271313,0.29672768712,-0.458438724279,-0.496400266886,-0.674813628197
-0.564297556877,-0.0522858723998,1.31352257729,0.298150867224,-0.457023501396,-0.496246427298,-0.675259292126
